feature_0,feature_4,feature_6,feature_7,feature_8,feature_9,feature_10,feature_15,feature_19,feature_22,feature_23,feature_24,feature_25,feature_29,feature_30,feature_31,feature_46,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_74,feature_75,feature_78,feature_79,feature_80,feature_84,feature_85,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_101,feature_102,feature_103,feature_104,feature_106,feature_107,feature_108,feature_114,feature_115,feature_117,feature_124,feature_126,feature_127,feature_129,feature_132,feature_135,feature_136,feature_141,feature_143,feature_145,feature_146,feature_148,feature_149,feature_153,feature_155,feature_156,feature_158,feature_159,feature_165,feature_169,feature_170,feature_171,feature_175,feature_176,feature_177,feature_180,feature_183,feature_184,feature_185,feature_187,feature_188,feature_192,feature_193,feature_198,feature_199,feature_200,feature_202,feature_203,feature_204,feature_205,feature_209,feature_211,feature_212,IC50_mM,CC50_mM,SI,log_ic50,log_cc50,log_si
106,4.982986111111112,0.3970796721466363,0.3970796721466363,0.5364580197890719,36.55555555555556,251.438,0.07978490008568585,1.222222222222222,15.27298881717856,9.700554013578893,2.590731719089593,-2.343244602725429,-0.8699365201814007,2.550846213957477,1.956265150872542,8392.2840439201,4.483030857694624,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,30.5953613843362,24.09225350100607,27.68777235394414,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,34.23252875985672,0.0,0.0,0.0,44.42724462032204,0.0,0.0,0.0,0.0,0.0,10.82998093879356,16.94569330976859,37.93972790038731,0.0,0.0,41.91422754710344,4.992404732635669,1.051824648841018,4.982986111111112,0.0,2.407732662509448,0.8885623740236833,5.266154336734694,9.625666965860418,6.777072900919627,0,2,0,0,2,3.369900000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,143.9713011903484,1988.553883844591,13.81215469613259,4.976535800006084,7.595665713614109,2.695448106970133
107,4.982986111111112,0.3970796721466363,0.3970796721466363,0.5364580197890719,36.55555555555556,251.438,0.07978490008568585,1.222222222222222,15.27298881717856,9.700554013578893,2.590731719089593,-2.343244602725429,-0.8699365201814007,2.550846213957477,1.956265150872542,8392.2840439201,4.483030857694624,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,30.5953613843362,24.09225350100607,27.68777235394414,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,34.23252875985672,0.0,0.0,0.0,44.42724462032204,0.0,0.0,0.0,0.0,0.0,10.82998093879356,16.94569330976859,37.93972790038731,0.0,0.0,41.91422754710344,4.992404732635669,1.051824648841018,4.982986111111112,0.0,2.407732662509448,0.8885623740236833,5.266154336734694,9.625666965860418,6.777072900919627,0,2,0,0,2,3.369900000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,143.9713011903484,1988.553883844591,13.81215469613259,4.976535800006084,7.595665713614109,2.695448106970133
108,14.35704994830807,0.009992440009870762,-0.4256983418367348,0.3289271744423687,42.23809523809524,568.7980000000002,0.3100282696448242,0.5952380952380952,16.55204354980198,9.521182235901536,2.665074667442389,-2.508101712845515,-0.1805891758328427,3.458869791222253,1.215976163749731,2994702581.274476,9.473725907600098,12.20793277549661,0.0,0.0,0.0,11.9386105759037,9.589074368143644,0.0,0.0,0.0,102.2060938827598,72.3176257520664,22.66579303111635,11.83581209232279,11.9386105759037,0.0,0.0,45.33158606223268,104.1110978035192,0.0,0.0,0.0,0.0,24.1465433514003,19.06280027574374,0.0,0.0,0.0,57.64231732131019,11.83581209232279,36.81018947509803,12.84164324585202,0.0,36.39820241076966,65.80789147199017,9.473725907600098,13.09066538269731,28.71409989661613,0.0,2.3394662948242,-0.5066088040726605,6.362625737085791,14.04650389889276,0.0,0,5,0,0,7,8.316000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.66333570087411,879.0374188648464,11.93317422434368,4.3129891510428155,6.779964428005567,2.5597956556439767
109,12.00637282690854,0.04437499999999983,-0.04437499999999983,0.571047342218987,37.88888888888889,254.3939999999999,0.3615534029952665,1.277777777777778,16.54616963176501,9.697376846776962,2.624438547218674,-2.382344159498051,-0.8624196803316336,2.469158615767748,2.029562946958194,7017.348786011939,9.219893811494673,6.103966387748303,6.544756405912575,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,20.77121159907187,30.5953613843362,5.41499046939678,21.14301594803157,5.969305287951849,0.0,0.0,16.74788698495495,46.1376428555982,27.68777235394414,0.0,0.0,0.0,44.24407488733892,9.53140013787187,0.0,0.0,0.0,17.48826214509693,16.44277773300398,12.3387276690874,12.84164324585202,0.0,21.14301594803157,20.77121159907187,4.736862953800049,6.439364134542706,12.00637282690854,0.0,0.4928048233182161,0.6819458616780045,3.69166832010582,7.456562263794407,6.064615102985639,0,2,0,0,2,2.4506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.930879416343024,1965.439708171512,39.26666666666667,1.5955173527436342,7.583979931941651,3.695523996832605
110,12.00637282690854,0.04437499999999983,-0.04437499999999983,0.571047342218987,37.88888888888889,254.3939999999999,0.3615534029952665,1.277777777777778,16.54616963176501,9.697376846776962,2.624438547218674,-2.382344159498051,-0.8624196803316336,2.469158615767748,2.029562946958194,7017.348786011939,9.219893811494673,6.103966387748303,6.544756405912575,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,20.77121159907187,30.5953613843362,5.41499046939678,21.14301594803157,5.969305287951849,0.0,0.0,16.74788698495495,46.1376428555982,27.68777235394414,0.0,0.0,0.0,44.24407488733892,9.53140013787187,0.0,0.0,0.0,17.48826214509693,16.44277773300398,12.3387276690874,12.84164324585202,0.0,21.14301594803157,20.77121159907187,4.736862953800049,6.439364134542706,12.00637282690854,0.0,0.4928048233182161,0.6819458616780045,3.69166832010582,7.456562263794407,6.064615102985639,0,2,0,0,2,2.4506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3930879416343024,1965.439708171512,39.26666666666667,0.33152282391360033,7.583979931941651,3.695523996832605
111,5.478911790853982,0.3840318326404635,0.3840318326404635,0.5762536512669257,39.04761904761905,293.4750000000001,0.1022560627546988,1.238095238095238,16.47835430863206,9.70055205401139,2.590966168444294,-2.372692972739892,-0.916474238905281,2.772366400030829,1.535458450773576,65061.89467592349,9.219893811494673,13.08951281182515,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,30.5953613843362,24.09225350100607,26.8061923176156,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,46.44046153535332,0.0,0.0,0.0,56.63517739581864,4.736862953800049,0.0,0.0,0.0,0.0,10.82998093879356,25.6764263810998,55.5122715699071,0.0,0.0,27.81888358174906,9.729267686435719,6.655736439695,5.064175878684807,0.0,2.38641821243598,0.8796683836145414,5.26065164568276,13.88071402846926,2.372635411417654,1,3,0,1,3,3.140500000000001,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.14844093404254,1703.711023351063,25.0,4.236255511711155,7.441150887582304,3.258096538021482
112,5.065309153754095,0.379700845616024,0.379700845616024,0.6700214907388535,38.5,223.36,0.04794040225152939,1.375,16.46141799318352,9.700563846350951,2.590549024608113,-2.342523608001285,0.1921225851680174,2.566313767982569,2.035373111678648,4783.608863519509,4.736862953800049,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,37.01618300726221,31.38811138387051,0.0,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,20.26143591170303,0.0,0.0,0.0,25.97312091447373,4.736862953800049,0.0,0.0,0.0,0.0,10.82998093879356,25.4903660395129,24.97414987154873,7.109797541277533,0.0,20.77121159907187,9.729267686435719,5.065309153754095,4.847430555555555,0.0,2.33567224111867,0.8737732793734776,5.047645108969514,9.071145360922147,1.759024300306542,0,2,0,0,2,3.310100000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46052354708297,2085.2243878814543,39.26666666666667,2.915634589836294,7.6431111982710656,3.695523996832605
113,8.798924044154699,0.3087854308390021,0.3087854308390021,0.6985544107415065,42.4,211.3489999999999,0.04426305491467827,1.333333333333333,16.25002063250244,9.689448379373552,2.603604103067434,-2.392973997415496,0.1199380707492284,2.505803700706179,1.993481585905079,2884.180059512812,10.42331599884704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77121159907187,48.97592988257156,12.64872279366088,0.0,0.0,0.0,5.316788604006331,16.74788698495495,52.49633891992387,13.15163837042549,0.0,5.316788604006331,0.0,24.30000659441416,0.0,0.0,0.0,0.0,0.0,23.47870373245444,18.88348407499998,19.26246486877803,0.0,0.0,26.0880002030782,5.106527394840706,0.0,0.0,12.44899348859914,0.9831385818216175,0.9112282690854118,5.023553713151927,8.621234095490047,0.0,0,2,0,0,2,2.1732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.462976105985334,311.8050626922167,32.95,2.3478429407286483,5.745580193617598,3.5248888540047054
114,8.736852805784082,0.3228094162047537,0.3228094162047537,0.7299552268379166,36.94117647058823,237.387,0.04305355372024805,1.235294117647059,16.24993561656332,9.700537591395266,2.590552822327334,-2.342592623837629,0.1935080628102178,2.612769236135099,1.931529147021785,7877.499246947323,5.106527394840706,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,49.85782625311423,24.27831384259298,0.0,5.711685002770702,0.0,0.0,21.74029171759062,59.29614133662793,13.15163837042549,0.0,0.0,0.0,23.9698507680369,0.0,0.0,0.0,0.0,0.0,17.43686290330648,31.725127320852,24.97414987154873,0.0,0.0,20.77121159907187,10.09893212747637,0.0,4.880094954648526,8.736852805784082,2.313633235701688,0.8645294522129838,7.133891463399716,8.570998088253003,0.0,0,2,0,0,2,3.436200000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.53497845308755,2085.2243878814543,39.26666666666667,2.9722066255162822,7.6431111982710656,3.695523996832605
115,8.76966478489544,0.2642020975056689,0.2642020975056689,0.7120819703336071,40.26666666666667,209.333,0.04481679557594259,1.4,16.25000519029835,9.70056449059647,2.590513562594239,-2.342445960887038,0.193458144460476,2.505803700706179,2.149719001432693,2884.180059512812,5.106527394840706,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,37.01618300726221,24.27831384259298,0.0,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,13.15163837042549,0.0,0.0,0.0,23.9698507680369,0.0,0.0,0.0,0.0,6.606881964512918,10.82998093879356,18.88348407499998,24.97414987154873,0.0,0.0,20.77121159907187,10.09893212747637,0.0,4.719652777777778,8.76966478489544,2.203925618858654,0.8429412320483747,4.69915556500378,8.264660021415974,0.0,0,2,0,0,2,2.656000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.687876790201305,2085.2243878814543,39.26666666666667,2.03964464529104,7.6431111982710656,3.695523996832605
116,8.752265220750068,0.3435010261820779,0.3435010261820779,0.6985057489543882,38.8235294117647,239.403,0.04305322649339356,1.176470588235294,16.24993680285463,9.689385605135202,2.603639059741277,-2.393368639115089,0.1208108769304541,2.612769236135099,1.800290618303008,7877.499246947323,10.42331599884704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.77121159907187,61.81757312842359,12.64872279366088,0.0,0.0,0.0,5.316788604006331,16.74788698495495,65.33798216577588,13.15163837042549,0.0,5.316788604006331,0.0,24.30000659441416,0.0,0.0,0.0,0.0,0.0,17.43686290330648,31.34614652707395,25.68328649170404,0.0,0.0,26.0880002030782,5.106527394840706,0.0,0.0,12.53868387154372,1.032153171453767,0.9328164892500208,7.532132204140456,8.903680438971069,0.0,0,2,0,0,2,2.953400000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.20193480476517,304.5061903727591,21.44117647058824,2.7214227095387553,5.721970041492311,3.110897506668296
117,10.52413973922902,0.2414529198004576,-0.4382615268329553,0.7613308314387071,46.57692307692308,358.5700000000002,0.09294380016259339,0.8076923076923077,16.26777861924359,9.7001239197619,2.602078316078622,-2.346591413645746,0.1844768451695908,3.086086941630995,1.398126427478124,737216.7929645787,5.106527394840706,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,0.0,41.54242319814374,61.1907227686724,22.25335094433497,19.19347919957345,11.4233700055414,0.0,0.0,43.48058343518124,86.1713193234481,13.08951281182515,0.0,0.0,0.0,35.72337659995556,0.0,0.0,0.0,0.0,10.82998093879356,23.91949375061871,24.6774553381748,37.10665649724544,0.0,0.0,41.54242319814374,9.984809465271338,0.0,9.81938531431091,10.52413973922902,3.925056245345297,1.555288385990045,7.041226683289969,15.46823696516809,0.0,0,4,0,0,4,4.921700000000005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952188124002989,172.9080909831219,39.26666666666667,1.082546632350995,5.158526946920356,3.695523996832605
118,4.808402777777778,0.423449074074074,0.423449074074074,0.6340657205339841,42.28571428571428,193.3339999999999,0.0385808227747284,1.357142857142857,14.80954823870084,9.700572204814307,2.590407499841624,-2.342343416094328,0.193524395211664,2.460061866260145,2.269403886403777,1754.024110643483,0.0,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,27.6949487987625,37.01618300726221,17.67143187808006,0.0,5.711685002770702,0.0,0.0,21.74029171759062,53.37823529046653,6.544756405912575,0.0,0.0,0.0,12.25644140868328,0.0,0.0,0.0,0.0,0.0,10.82998093879356,12.46266245207397,31.39497149447474,0.0,0.0,27.6949487987625,4.992404732635669,0.0,4.808402777777778,0.0,2.451360544217687,0.9056538170823882,5.259954884731671,10.57462797619048,0.0,0,2,0,0,2,3.683600000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.65500297411229,2085.2243878814543,39.26666666666667,3.0279575648386614,7.6431111982710656,3.695523996832605
119,4.954236111111111,0.4446990740740741,0.4446990740740741,0.601827829871096,47.64285714285715,191.318,0.05003757679246073,1.142857142857143,14.88631654392578,9.70050944754187,2.594139597571292,-2.342582419191277,0.1935015848252183,2.853673227598851,1.975342182618617,3110.503818082748,0.0,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,43.43700463018823,11.12667547216748,6.041840829147961,5.711685002770702,0.0,0.0,21.74029171759062,58.91716054284989,0.0,0.0,0.0,0.0,11.75352583191866,0.0,0.0,0.0,0.0,0.0,10.82998093879356,11.95974687530935,32.10410811463005,5.711685002770702,0.0,20.77121159907187,4.992404732635669,0.0,4.954236111111111,0.0,2.529907407407408,0.9212962962962961,6.832100340136055,7.376371882086168,0.0,0,3,0,0,3,3.436000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.6667250540384,1662.145422043812,2.814159292035398,6.30017409395019,7.416465920976405,1.3387202713914073
120,4.960162037037037,0.3536180791761148,0.3536180791761148,0.7239241172982159,35.27777777777778,241.378,0.06388872143654424,1.166666666666667,14.81257962485095,9.700496815368286,2.590827917014421,-2.34256602988484,0.1935030140184303,2.699567087733706,1.829942893380984,18367.85446494014,0.0,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,51.10304694137992,36.1588128760332,11.12667547216748,6.544756405912575,5.711685002770702,0.0,0.0,21.74029171759062,46.57843287376247,0.0,0.0,0.0,0.0,5.711685002770702,6.544756405912575,0.0,0.0,0.0,0.0,10.82998093879356,12.46266245207397,30.53760136324573,0.0,0.0,51.10304694137992,4.992404732635669,0.0,4.960162037037037,0.0,3.6077698648904,0.8583549592676574,3.960793886999244,8.170434145880574,0.0,0,2,0,0,3,4.473800000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79990057171265,248.5707183693761,7.142857142857144,3.5779451160763354,5.519742315388164,2.097141118779237
121,4.920162037037037,0.3332099159108087,0.3332099159108087,0.7725322582837815,35.27777777777778,242.366,0.06538992613293608,1.388888888888889,14.8172186040099,9.700509371717619,2.590855124268634,-2.342487875980094,0.193502600284643,2.699567087733706,1.829942893380984,18367.85446494014,0.0,0.0,0.0,0.0,0.0,0.0,9.976383253582878,0.0,0.0,0.0,26.83757866753348,42.2251799444948,23.52036261539363,6.544756405912575,5.711685002770702,0.0,4.983978520947209,21.74029171759062,46.57843287376247,0.0,0.0,0.0,0.0,10.69566352371791,6.544756405912575,0.0,0.0,0.0,0.0,10.82998093879356,12.46266245207397,30.53760136324573,0.0,18.46005421168776,31.82155718848069,4.992404732635669,0.0,9.074692657155456,0.0,3.432847812736206,0.8427299592676574,7.65183971350886,8.067617787855884,0.0,0,2,1,0,3,3.868800000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.426753642203766,2062.987122834379,39.26666666666667,2.131411602021336,7.632394887645159,3.695523996832605
122,4.985199829931974,0.3693993291761147,0.3693993291761147,0.7529273331361527,34.05263157894737,255.4049999999999,0.0428849435872337,1.157894736842105,14.81113599695932,9.700521881540233,2.590652048192499,-2.342611478727806,0.1935292289416231,2.72979971107923,1.694034943241645,29918.60483342836,0.0,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,51.10304694137992,42.57963449895921,17.67143187808006,0.0,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,6.544756405912575,0.0,0.0,0.0,12.25644140868328,6.42082162292601,0.0,0.0,0.0,0.0,10.82998093879356,18.88348407499998,30.53760136324573,0.0,0.0,51.10304694137992,4.992404732635669,0.0,4.985199829931974,0.0,3.732898951247166,0.8684956328210294,5.069292828433792,8.299456254724113,0.0,0,2,0,0,3,4.516300000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87821398787034,368.0400302262663,24.73684210526316,2.76494798021616,5.910905121154684,3.2479235103084316
123,5.379400624077301,0.3147467639616808,0.3147467639616808,0.798802082522964,29.95652173913043,315.4570000000001,0.1604877353367118,1.130434782608696,16.50776465057099,9.700520453469473,2.590774972009025,-2.342640485003591,0.1935290657976353,2.876628829710094,1.684541215382278,185387.2215594967,9.473725907600098,0.0,11.49902366656781,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,26.83757866753348,54.71236863588243,17.67143187808006,14.21959508255507,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,20.76435148846764,11.49902366656781,9.473725907600098,0.0,26.47603649123835,6.42082162292601,0.0,0.0,0.0,0.0,10.82998093879356,30.38250774156779,30.53760136324573,14.21959508255507,6.06636706846161,32.90394573599509,14.46613064023577,10.67340500752388,5.01121590765936,0.0,3.433837251613226,2.405490011323119,4.831865657345629,8.15426183583065,3.3483325523331,0,2,0,0,3,4.533500000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.241932416154189,1527.927470994738,39.26666666666667,2.223750999735142,7.332321769221708,3.695523996832605
124,9.30804892867641,0.2594769227135298,0.2594769227135298,0.7828122169592497,35.27777777777778,243.35,0.1152300683703877,1.166666666666667,16.25465153529355,9.700420041840923,2.592169207504374,-2.341788125919785,0.1937009709184395,2.650003238375116,1.974781516821522,15656.21913232019,5.106527394840706,5.749511833283905,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,54.86082965818264,11.12667547216748,5.687386274683562,11.39907127745427,0.0,0.0,21.74029171759062,40.0336764678499,0.0,5.749511833283905,0.0,0.0,10.81821239761141,0.0,0.0,0.0,0.0,5.41499046939678,11.16450230268068,18.02611394377097,18.55332824862272,12.13273413692322,12.13273413692322,20.77121159907187,4.992404732635669,0.0,4.854791666666666,9.30804892867641,2.958332467246158,1.094258563765012,3.754025625682372,7.159981995884774,0.0,0,2,0,0,3,4.310900000000005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75298333278543,138.8934547486768,24.14285714285714,1.9099843824696279,4.940881095363798,3.2245738459828384
125,5.387661790853981,0.3855465010078103,0.3855465010078103,0.7385513170689704,38.75,278.4400000000001,0.05936211292803471,1.25,16.47745188271931,9.700555385585576,2.590721541600633,-2.343365625385041,0.0376977161171908,2.775623480566353,1.502681348817816,49306.1755087807,4.736862953800049,0.0,0.0,0.0,0.0,0.0,9.892314463486148,0.0,0.0,0.0,20.77121159907187,37.01618300726221,37.30570109581778,13.21376392902584,5.711685002770702,0.0,4.899909730850478,21.74029171759062,46.45449809077591,39.39278955267613,0.0,0.0,0.0,50.00438428629731,4.736862953800049,0.0,0.0,0.0,0.0,10.82998093879356,38.76593919292495,37.93972790038731,0.0,0.0,25.67112132992235,9.729267686435719,5.387661790853981,7.526454987087428,0.0,2.382293472262132,0.8800863362894386,5.231142008494552,13.59236140501247,0.0,1,3,0,1,3,2.995900000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.027995158758947,459.7024145151038,39.26666666666667,1.796414477638337,6.132752312898625,3.695523996832605
126,11.1181783824641,0.1246064814814816,0.1246064814814816,0.6833450573604386,44.0,195.306,0.2166064764014474,1.357142857142857,16.14841168744606,9.689504890186099,2.608839741823861,-2.388511532538514,-0.1202257524355057,2.354737242615887,2.22554026726056,1415.197082812148,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,20.77121159907187,36.01035185373298,12.96557802883859,0.0,5.907179729351506,0.0,5.316788604006331,16.74788698495495,52.99925449668848,0.0,0.0,5.316788604006331,0.0,11.94902055849947,4.794537184071822,0.0,0.0,0.0,5.907179729351506,16.87182176794152,5.917906046161393,19.26246486877803,6.923737199690624,0.0,26.0880002030782,0.0,0.0,11.1181783824641,3.130347222222222,0.725648148148148,0.9341898148148148,3.803847316704459,8.710242819349961,0.0,0,2,0,0,2,2.337300000000001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.47316788440763,1418.279938763076,34.19753086419752,3.7488725326525993,7.257904936605921,3.5609759342402327
127,4.888402777777778,0.3928368291761147,0.3928368291761147,0.7167185622210389,38.875,222.3759999999999,0.05156745497400095,1.3125,15.06558224218142,9.700602985677461,2.590631766839217,-2.343027305961108,0.1934765522634131,2.494927514090688,2.092189940654375,3964.439819890104,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,44.69070534969057,17.67143187808006,6.544756405912575,5.711685002770702,0.0,4.899909730850478,21.74029171759062,40.0336764678499,27.18485677717953,0.0,0.0,0.0,37.79645151080071,0.0,0.0,0.0,0.0,0.0,10.82998093879356,19.00741885798654,24.97414987154873,0.0,0.0,39.76646529527673,4.992404732635669,0.0,7.101442035147393,0.0,2.37879228080121,0.884820483749055,4.026382353867473,9.373171296296297,4.235391550138574,0,2,0,0,2,2.835200000000001,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.61335479838292,2085.2243878814543,39.26666666666667,3.9817981937286326,7.6431111982710656,3.695523996832605
128,4.935208333333334,0.3985943405139831,0.3985943405139831,0.6843063253576295,37.29411764705883,236.403,0.04006159988433002,1.294117647058824,15.04832308871265,9.70055677215305,2.590583045300896,-2.342761633214912,0.193500547098918,2.561494102785957,1.977020134039668,6600.970302879411,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,57.65628337852917,17.67143187808006,0.0,5.711685002770702,0.0,4.899909730850478,21.74029171759062,46.45449809077591,27.18485677717953,0.0,0.0,0.0,37.79645151080071,0.0,0.0,0.0,0.0,0.0,10.82998093879356,19.00741885798654,31.39497149447474,0.0,0.0,39.76646529527673,4.992404732635669,0.0,7.17790410840262,0.0,2.403607922335601,0.8889803266985805,5.236644699546485,9.524814342403628,4.268048600613085,0,2,0,0,2,3.225300000000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15023434459654,2085.2243878814543,39.26666666666667,3.09784807632667,7.6431111982710656,3.695523996832605
129,5.478911790853982,0.3840318326404635,0.3840318326404635,0.5762536512669257,39.04761904761905,293.4750000000001,0.1022560627546988,1.238095238095238,16.47835430863206,9.70055205401139,2.590966168444294,-2.372692972739892,-0.916474238905281,2.772366400030829,1.535458450773576,65061.89467592349,9.219893811494673,13.08951281182515,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,0.0,20.77121159907187,30.5953613843362,24.09225350100607,26.8061923176156,5.711685002770702,0.0,0.0,21.74029171759062,46.45449809077591,46.44046153535332,0.0,0.0,0.0,56.63517739581864,4.736862953800049,0.0,0.0,0.0,0.0,10.82998093879356,25.6764263810998,55.5122715699071,0.0,0.0,27.81888358174906,9.729267686435719,6.655736439695,5.064175878684807,0.0,2.38641821243598,0.8796683836145414,5.26065164568276,13.88071402846926,2.372635411417654,1,3,0,1,3,3.140500000000001,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.77812912085105,1703.711023351063,20.83333333333333,4.416163885447299,7.441150887582304,3.083437853973096
